,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
7869,5.6914608463276e+17,neutral,1.0,,,Delta,joespurr,0,may check 17monthold child foldup crib free flight tomorrow similar policy infant car seat,"(42.3750997, -71.1056157)",2015-02-21 06:46:15 -0800,"Cambridge, MA",Eastern Time (US & Canada)
7870,5.69144474359738e+17,neutral,1.0,,,Delta,corinahe,0,offer free flight fly forward campaign via travel cause,"(39.7837304, -100.445882)",2015-02-21 06:39:51 -0800,USA,Central Time (US & Canada)
7872,5.69143528397255e+17,neutral,1.0,,,Delta,JetBlueNews,0,airway stock rating lowered vetr inc jblu dakota financial news,"(39.7837304, -100.445882)",2015-02-21 06:36:06 -0800,USA,Sydney
7873,5.69138202424025e+17,negative,1.0,Late Flight,1.0,Delta,alexlmichael,0,fail snow coming dc area tried get earlier flight refused flight 65 hour delayed greedy foolish,"(38.8950368, -77.0365427)",2015-02-21 06:14:56 -0800,Washington DC,Eastern Time (US & Canada)
7874,5.69132246810145e+17,neutral,1.0,,,Delta,thepointskid,0,waiver ny weather today,"(40.7127281, -74.0060152)",2015-02-21 05:51:16 -0800,New York,Eastern Time (US & Canada)
7875,5.69130620963697e+17,positive,0.7128,,,Delta,triniluv81,0,got thanks,"(42.7284117, -73.6917878)",2015-02-21 05:44:48 -0800,"Troy, NY",Eastern Time (US & Canada)
7876,5.69126841354744e+17,negative,0.3898,Can't Tell,0.3898,Delta,benjaminokeefe,0,thanks including u tour pack winter coatunfortunately yes werenotincalianymore,"(40.7587979, -73.9623427)",2015-02-21 05:29:47 -0800,,Eastern Time (US & Canada)
7877,5.69125697530102e+17,positive,1.0,,,Delta,Dress4YesConJax,0,even though flight 226 didnt much needed hot beverage 4 u nyers landing super smooth happytweet,"(40.7127281, -74.0060152)",2015-02-21 05:25:14 -0800,NYC ,
7879,5.69122341797691e+17,negative,1.0,Customer Service Issue,0.6869,Delta,JessBarbalato,0,website cant print boarding pas,"(40.7587979, -73.9623427)",2015-02-21 05:11:54 -0800,,Eastern Time (US & Canada)
7880,5.69121160149012e+17,positive,1.0,,,Delta,mike_baskin,0,thanks getting boston early breaking barrier clean energy future,"(42.3750997, -71.1056157)",2015-02-21 05:07:12 -0800,"Cambridge, MA",
7882,5.69114409613861e+17,neutral,1.0,,,Delta,takenn54,0,going giving travel agent rate hold iata card,"(42.6511674, -73.754968)",2015-02-21 04:40:23 -0800,"Albany,NY",Eastern Time (US & Canada)
7884,5.69113328724808e+17,neutral,1.0,,,Delta,JetBlueNews,0,ceo battle appease passenger wall street waterbury republican american,"(39.7837304, -100.445882)",2015-02-21 04:36:05 -0800,USA,Sydney
7885,5.69109515657826e+17,positive,1.0,,,Delta,kerrymflynn,1,ah staff perfect morning jfk sleep,"(40.7127281, -74.0060152)",2015-02-21 04:20:56 -0800,"New York, NY",Quito
7886,5.69103956795904e+17,positive,1.0,,,Delta,AeroJobMarket,0,wow awesome video guy great work bluemanity corevalues passion aerojobmarket avgeek,"(38.92877675, -77.21564267227274)",2015-02-21 03:58:51 -0800,Worldwide,London
7887,5.69102757875077e+17,positive,1.0,,,Delta,AeroJobMarket,0,wow amazing video great world guy bluemanity corevalues passion aerojobmarket,"(38.92877675, -77.21564267227274)",2015-02-21 03:54:05 -0800,Worldwide,London
7888,5.69096740676223e+17,positive,1.0,,,Delta,Michael_Lytle,0,today family get experience mosaic status w lifeisgood,"(42.7884226, -71.2008933)",2015-02-21 03:30:10 -0800,"Salem, NH",Eastern Time (US & Canada)
7890,5.69091378438746e+17,positive,0.6394,,,Delta,mutantgatto,0,word thanks,"(40.6148745, -73.9942629)",2015-02-21 03:08:52 -0800,ravioli,Eastern Time (US & Canada)
7891,5.69087442092827e+17,neutral,1.0,,,Delta,mutantgatto,0,chance u offer fresh guacamole flight,"(40.6148745, -73.9942629)",2015-02-21 02:53:13 -0800,ravioli,Eastern Time (US & Canada)
7892,5.69083604216623e+17,neutral,0.6526,,,Delta,tammyterez,0,get 7 degree weatherhere go westpalmbeachbound,"(40.7127281, -74.0060152)",2015-02-21 02:37:58 -0800,New York ,Eastern Time (US & Canada)
7893,5.69083132353204e+17,neutral,1.0,,,Delta,JetBlueNews,0,airway lowered strong sell vetr inc jblu mideast time,"(39.7837304, -100.445882)",2015-02-21 02:36:06 -0800,USA,Sydney
7896,5.69068027917922e+17,neutral,1.0,,,Delta,JetBlueNews,0,flier gain access wsj content,"(39.7837304, -100.445882)",2015-02-21 01:36:05 -0800,USA,Sydney
7898,5.69046984369111e+17,negative,1.0,Lost Luggage,1.0,Delta,mattwheeler,0,yeah thats done define incidental much spend gear trip waste,"[40.64342444, -111.49392569]",2015-02-21 00:12:28 -0800,"New York, NY",Eastern Time (US & Canada)
7899,5.69044397645386e+17,negative,1.0,Lost Luggage,1.0,Delta,mattwheeler,0,guy lost bag ski gear flew nyc ski buy new stuff tomorrow,"[40.64339686, -111.49337274]",2015-02-21 00:02:11 -0800,"New York, NY",Eastern Time (US & Canada)
7900,5.69036471232893e+17,positive,0.6742,,,Delta,traciglee,0,162 smf jfk,"(40.7127281, -74.0060152)",2015-02-20 23:30:41 -0800,"New York, NY",Eastern Time (US & Canada)
7901,5.69017837576069e+17,neutral,0.6039,,,Delta,woawABQ,0,youd love see girl inspired becoming pilot rt free woaw event march 28 abq,"(35.0841034, -106.650985)",2015-02-20 22:16:38 -0800,"Albuquerque, NM",
7902,5.69006801192161e+17,neutral,0.3602,,0.0,Delta,jmoalmawali,0,thanks anyways back awesome rate amp amazing customer service nomoreaggravation,"(42.3554334, -71.060511)",2015-02-20 21:32:47 -0800,Boston,
7903,5.69005006902469e+17,negative,1.0,Customer Service Issue,1.0,Delta,jmoalmawali,0,hold 30 min placed hold hung 2nd time 2 day looking group rate bossju 512 519 10 people,"(42.3554334, -71.060511)",2015-02-20 21:25:39 -0800,Boston,
7904,5.69003837975089e+17,negative,1.0,Customer Service Issue,1.0,Delta,jmoalmawali,0,youre customer service terrible neveragain flywhonotblue,"(42.3554334, -71.060511)",2015-02-20 21:21:01 -0800,Boston,
7905,5.69003165984535e+17,negative,1.0,Late Flight,0.6617,Delta,thatsmypotpie,0,delayed 102 ridiculous,"(34.1491579, -118.339991)",2015-02-20 21:18:20 -0800,Central Perk,Eastern Time (US & Canada)
7906,5.69002746117902e+17,negative,1.0,Flight Attendant Complaints,1.0,Delta,genna_campos,0,youre flight attendant suck always rude 4th bad experience jetblue tonight,"(40.7587979, -73.9623427)",2015-02-20 21:16:40 -0800,,Eastern Time (US & Canada)
7908,5.68995644276384e+17,negative,1.0,Late Flight,1.0,Delta,cindydavis_,0,flight 672 delayed 930 1147 still sitting runway 15 minute far air travel best,"(40.7127281, -74.0060152)",2015-02-20 20:48:27 -0800,New York,Atlantic Time (Canada)
7909,5.68993773277069e+17,neutral,0.3363,,0.0,Delta,KoolieAshSays,0,oh make sense bad,"[40.88529232, -73.856635]",2015-02-20 20:41:01 -0800,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
7910,5.68993159419535e+17,negative,1.0,Can't Tell,0.6761,Delta,thatsmypotpie,0,1242 may cry,"(34.1491579, -118.339991)",2015-02-20 20:38:35 -0800,Central Perk,Eastern Time (US & Canada)
7911,5.6899231429682e+17,negative,0.662,Flight Booking Problems,0.662,Delta,KoolieAshSays,0,wont site let book ticket nov jfk kin,"[40.88539964, -73.85658056]",2015-02-20 20:35:13 -0800,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
7912,5.68991695917834e+17,negative,1.0,Late Flight,1.0,Delta,jcran72,0,late flight lost almost 3 hour bay area weekend mention two hour unnecessary vacation time work flt348,"(33.7690164, -118.191604)",2015-02-20 20:32:46 -0800,Long Beach,
7914,5.68984446487167e+17,positive,1.0,,,Delta,FerrisSalameh,0,thank,"[40.7171667, -73.96415608]",2015-02-20 20:03:57 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
7915,5.68983580585517e+17,positive,0.7263,,,Delta,TumbaSherman,0,thanks ill,"(26.1223084, -80.1433786)",2015-02-20 20:00:31 -0800,Ft. Lauderdale,Eastern Time (US & Canada)
7916,5.68983464172585e+17,negative,0.6252,Bad Flight,0.3307,Delta,TumbaSherman,0,yes get exact data download fine upload bandwidth ping issue ping especially,"(26.1223084, -80.1433786)",2015-02-20 20:00:03 -0800,Ft. Lauderdale,Eastern Time (US & Canada)
7917,5.68983310438806e+17,positive,1.0,,,Delta,corradokid,0,love jetblues speedy twitter customer service,"(40.7127281, -74.0060152)",2015-02-20 19:59:27 -0800,"New York, NY",Eastern Time (US & Canada)
7918,5.68982494676173e+17,neutral,1.0,,,Delta,FerrisSalameh,0,since high likelihood snow time flight tomorrow chance rebook sunday,"[40.71716644, -73.96426215]",2015-02-20 19:56:12 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
7919,5.68977430439817e+17,neutral,1.0,,,Delta,JetBlueNews,0,dca nantucket washington business journal,"(39.7837304, -100.445882)",2015-02-20 19:36:05 -0800,USA,Sydney
7920,5.68976617453658e+17,positive,0.7047,,,Delta,airtraffic01,0,thanks,"(38.2965171, -76.7791341)",2015-02-20 19:32:51 -0800,Bushwood,
7921,5.6897468111546e+17,neutral,1.0,,,Delta,airtraffic01,0,traveling two kid tomorrow age 7 4 domestic need birth certificate check airport,"(38.2965171, -76.7791341)",2015-02-20 19:25:09 -0800,Bushwood,
7922,5.68974096161235e+17,positive,1.0,,,Delta,joel_betances,0,thank much effort,"(40.7127281, -74.0060152)",2015-02-20 19:22:50 -0800,new york,
7923,5.68973348840944e+17,positive,1.0,,,Delta,thatsmypotpie,0,thanks letting u know hoping delay,"(34.1491579, -118.339991)",2015-02-20 19:19:52 -0800,Central Perk,Eastern Time (US & Canada)
7924,5.68972783234912e+17,negative,0.6854,Late Flight,0.3512,Delta,thatsmypotpie,0,appreciate response worst part losing non refundable hotel orlando crew blamed wind hoping delay,"(34.1491579, -118.339991)",2015-02-20 19:17:37 -0800,Central Perk,Eastern Time (US & Canada)
7925,5.68970344154837e+17,neutral,1.0,,,Delta,thatsmypotpie,0,flight 1183 orlando,"(34.1491579, -118.339991)",2015-02-20 19:07:55 -0800,Central Perk,Eastern Time (US & Canada)
7926,5.68969600559227e+17,negative,1.0,Late Flight,1.0,Delta,thatsmypotpie,0,awful flight jfk honeymoon delayed 1225 lost money hotel delayforwhat,"(34.1491579, -118.339991)",2015-02-20 19:04:58 -0800,Central Perk,Eastern Time (US & Canada)
7927,5.68968141814047e+17,neutral,1.0,,,Delta,joel_betances,0,phone number news 6318915722,"(40.7127281, -74.0060152)",2015-02-20 18:59:10 -0800,new york,
7928,5.68968059517411e+17,negative,1.0,Late Flight,0.3398,Delta,jcran72,0,flight 348 freaking nightmare tonight sittingonthetarmac delay,"(33.7690164, -118.191604)",2015-02-20 18:58:50 -0800,Long Beach,
7929,5.68967907042038e+17,neutral,1.0,,,Delta,DKHurts,0,used point get back decide go,"(40.6526006, -73.9497211)",2015-02-20 18:58:14 -0800,Brooklyn!,
7930,5.6896790252059e+17,neutral,1.0,,,Delta,joel_betances,0,one picture,"(40.7127281, -74.0060152)",2015-02-20 18:58:13 -0800,new york,
7932,5.68964945259467e+17,positive,0.6596,,,Delta,farms122,0,thanks,"(40.7587979, -73.9623427)",2015-02-20 18:46:28 -0800,,Eastern Time (US & Canada)
7933,5.68964635103076e+17,neutral,0.6383,,0.0,Delta,tsmit,0,share coming,"(42.3554334, -71.060511)",2015-02-20 18:45:14 -0800,"Boston, MA",Eastern Time (US & Canada)
7934,5.6896319248903e+17,neutral,0.3469,,0.0,Delta,tsmit,0,weather 60 sfo flight 834 still time boston,"(42.3554334, -71.060511)",2015-02-20 18:39:30 -0800,"Boston, MA",Eastern Time (US & Canada)
7936,5.68961738596463e+17,negative,1.0,Late Flight,1.0,Delta,tsmit,0,whats going flight 2034 delayed beyond 834 shouldnt thre flight switch point,"(42.3554334, -71.060511)",2015-02-20 18:33:43 -0800,"Boston, MA",Eastern Time (US & Canada)
7937,5.68961404067164e+17,positive,0.6551,,,Delta,KTrerotola,0,thanks info figured case hopefully new hashtag change abcletjetbluestreamfeed,"(42.3554334, -71.060511)",2015-02-20 18:32:24 -0800,"Boston, MA",Eastern Time (US & Canada)
7939,5.68960315888669e+17,neutral,1.0,,,Delta,MadameMaryAnn,0,april 6th anything specific know first flight,"[43.3230125, -73.64314219]",2015-02-20 18:28:04 -0800,Upstate New York,Eastern Time (US & Canada)
7940,5.68960217976865e+17,negative,1.0,Customer Service Issue,1.0,Delta,joel_betances,0,bein calling jetblue respond leave number call back think jetblue loosing customer,"(40.7127281, -74.0060152)",2015-02-20 18:27:41 -0800,new york,
7941,5.68959170730267e+17,negative,1.0,Bad Flight,1.0,Delta,TumbaSherman,0,im flt 700 lax fll ppl sleeping id rather disturb flight tried dl movie go,"(26.1223084, -80.1433786)",2015-02-20 18:23:31 -0800,Ft. Lauderdale,Eastern Time (US & Canada)
7942,5.68958770849706e+17,negative,0.3537,Late Flight,0.3537,Delta,TraveLifeLove,0,made costa rica back missing already pura vida,"(44.218014, -72.53965384189797)",2015-02-20 18:21:56 -0800,The World,Eastern Time (US & Canada)
7943,5.68956535679758e+17,neutral,1.0,,,Delta,KTrerotola,0,dont abc inflight tv channel sharktank,"(42.3554334, -71.060511)",2015-02-20 18:13:03 -0800,"Boston, MA",Eastern Time (US & Canada)
7944,5.68955324511564e+17,negative,0.6652,Bad Flight,0.3446,Delta,TumbaSherman,2,love guy know paid prem wifi toplay go ping terrible,"(26.1223084, -80.1433786)",2015-02-20 18:08:14 -0800,Ft. Lauderdale,Eastern Time (US & Canada)
7946,5.68944962311627e+17,neutral,1.0,,,Delta,BillyKace,0,266 lgb sunny cal,"[33.8117407, -118.1628]",2015-02-20 17:27:04 -0800,,Pacific Time (US & Canada)
7947,5.68944928266412e+17,neutral,1.0,,,Delta,kbosspotter,0,think snow boston 224 effect flight,"(42.36317665, -71.01364006269452)",2015-02-20 17:26:56 -0800,Logan International Airport,Atlantic Time (Canada)
7948,5.689446870772e+17,neutral,1.0,,,Delta,Bones2245,0,id like see markie,"(34.2331373, -102.4107493)",2015-02-20 17:25:58 -0800,Earth,Central Time (US & Canada)
7950,5.68940291530494e+17,negative,1.0,Late Flight,1.0,Delta,JordantheJew,0,thanks making miss important dinner tonight 2 hr delay 20 min tarmac worst,"(40.7127281, -74.0060152)",2015-02-20 17:08:30 -0800,"New York, NY",Eastern Time (US & Canada)
7951,5.68937402837787e+17,positive,1.0,,,Delta,misschris715,0,yes terra blue chip favorite,"(34.0536909, -118.242766)",2015-02-20 16:57:01 -0800,"los angeles, ca",Pacific Time (US & Canada)
7952,5.68932998051017e+17,positive,1.0,,,Delta,greggweiss,0,dmd confirmation code thanks help mommy daddy kid appreciate,"(40.9946622, -73.8785922)",2015-02-20 16:39:31 -0800,"Hastings on Hudson, NY",Eastern Time (US & Canada)
7953,5.6893212987204e+17,neutral,1.0,,,Delta,JetBlueNews,0,airway corporation insider trading update rock hill daily,"(39.7837304, -100.445882)",2015-02-20 16:36:04 -0800,USA,Sydney
7954,5.6893176251811e+17,neutral,0.68,,0.0,Delta,KTrerotola,0,thanks loose em airports1st time found think need make flex stay carrying bag,"(42.3554334, -71.060511)",2015-02-20 16:34:37 -0800,"Boston, MA",Eastern Time (US & Canada)
7955,5.68931575980814e+17,negative,1.0,Late Flight,1.0,Delta,pseudomachine,0,dont enough hand count number time something like delayed flight guy disappointed,"(40.7127281, -74.0060152)",2015-02-20 16:33:52 -0800,New York City,Eastern Time (US & Canada)
7956,5.68930822952104e+17,negative,1.0,Customer Service Issue,0.6376,Delta,KTrerotola,0,called number left message pas along message team,"(42.3554334, -71.060511)",2015-02-20 16:30:53 -0800,"Boston, MA",Eastern Time (US & Canada)
7957,5.68929935273931e+17,positive,0.6846,,,Delta,hgeronemus,0,cool 60 anticipate completing installation a320s year,"[26.07159064, -80.14770942]",2015-02-20 16:27:21 -0800,"Fort Lauderdale, FL",Eastern Time (US & Canada)
7958,5.68929608566837e+17,positive,1.0,,,Delta,greggweiss,0,love guy sooooooo much ridiculously appreciated service,"(40.9946622, -73.8785922)",2015-02-20 16:26:03 -0800,"Hastings on Hudson, NY",Eastern Time (US & Canada)
7959,5.68928817651167e+17,negative,1.0,Late Flight,1.0,Delta,greggweiss,0,option luggage assistance ground hpn flight 2168 delayed 2 hour amp 2 sleeping kid land,"(40.9946622, -73.8785922)",2015-02-20 16:22:54 -0800,"Hastings on Hudson, NY",Eastern Time (US & Canada)
7960,5.68927427847545e+17,negative,1.0,Lost Luggage,1.0,Delta,KTrerotola,0,ask slc checkinbag drop found dark blueblackish fit bit flex wouldve lost around 445pm mt,"(42.3554334, -71.060511)",2015-02-20 16:17:23 -0800,"Boston, MA",Eastern Time (US & Canada)
7961,5.68926268772581e+17,positive,1.0,,,Delta,ChicoArtist,1,officially favorite thank wonderful service jfk,"(37.7790262, -122.419906)",2015-02-20 16:12:47 -0800,,Pacific Time (US & Canada)
7962,5.68925181848228e+17,negative,1.0,Late Flight,0.6748,Delta,pseudomachine,0,seriously going,"(40.7127281, -74.0060152)",2015-02-20 16:08:28 -0800,New York City,Eastern Time (US & Canada)
7963,5.68924781837455e+17,negative,1.0,Late Flight,1.0,Delta,farms122,0,news flight 122 pbiboston delay wait arrive airport based reported 1 12 hour delay,"(40.7587979, -73.9623427)",2015-02-20 16:06:52 -0800,,Eastern Time (US & Canada)
7964,5.68924327275401e+17,positive,0.6544,,,Delta,JetBlueNews,0,airway corporation nasdaqjblu reach new high range streetwise report,"(39.7837304, -100.445882)",2015-02-20 16:05:04 -0800,USA,Sydney
7965,5.68921315069043e+17,positive,0.6669,,,Delta,Laneit360,0,thanks,"(37.8477633, -122.27144983502504)",2015-02-20 15:53:06 -0800,Here & There,Eastern Time (US & Canada)
7966,5.68920810947273e+17,negative,0.653,longlines,0.3513,Delta,noplasticshower,0,im sorry boarding chaos underway please query post scrum,"(41.1018669, -81.1515962)",2015-02-20 15:51:06 -0800,planet earth,
7967,5.68920607347384e+17,negative,1.0,Late Flight,0.3442,Delta,barrystanbridge,0,boarding im really impressed ive learnt valuable lesson,"[40.64530946, -73.77617682]",2015-02-20 15:50:17 -0800,Leighton Buzzard,
7968,5.68920546043408e+17,neutral,1.0,,,Delta,Laneit360,0,question flying 1st time 16mont old sondo need bring anything birth certificate card etc,"(37.8477633, -122.27144983502504)",2015-02-20 15:50:02 -0800,Here & There,Eastern Time (US & Canada)
7969,5.68920244691071e+17,neutral,1.0,,,Delta,noplasticshower,0,process begin 648,"(41.1018669, -81.1515962)",2015-02-20 15:48:51 -0800,planet earth,
7970,5.68919308006396e+17,negative,1.0,Customer Service Issue,1.0,Delta,andrewdobos,0,yes filed claim issued 30 credit courtesy whole thing seems exceptionally uncourteous,"(42.3554334, -71.060511)",2015-02-20 15:45:07 -0800,Boston MA USA,Eastern Time (US & Canada)
7971,5.68919118193291e+17,negative,1.0,Late Flight,1.0,Delta,noplasticshower,0,yes boarding 644 good luck push wheel reality dare,"(41.1018669, -81.1515962)",2015-02-20 15:44:22 -0800,planet earth,
7972,5.68917869762904e+17,negative,0.6931,Can't Tell,0.3663,Delta,barrystanbridge,0,tried burger good expensive lead believe food usa cheap butnot,"[40.64534568, -73.77609616]",2015-02-20 15:39:24 -0800,Leighton Buzzard,
7973,5.68916674168136e+17,negative,1.0,Customer Service Issue,0.3395,Delta,barrystanbridge,0,im trying im tired getting grumpy,"[40.64531687, -73.77617765]",2015-02-20 15:34:39 -0800,Leighton Buzzard,
7974,5.68914888728449e+17,negative,0.6703,Late Flight,0.6703,Delta,barrystanbridge,0,flight1407 long day arrived london 11 morning,"[40.64529157, -73.7761025]",2015-02-20 15:27:34 -0800,Leighton Buzzard,
7976,5.68911851674837e+17,negative,1.0,Lost Luggage,0.6842,Delta,HCtwo,0,look like inflatable car seat got left plane guess theyll back sometime savethoseseats,"(40.7645137, -73.9958411)",2015-02-20 15:15:29 -0800,The City of New York,Eastern Time (US & Canada)
7977,5.68911101146092e+17,neutral,0.6874,,,Delta,Rowe0neTen,0,imma need hook tho,"(40.69567495, -73.79420266473011)",2015-02-20 15:12:31 -0800,South jamaica.. Queens,Pacific Time (US & Canada)
7978,5.68910753652199e+17,positive,1.0,,,Delta,Rowe0neTen,0,thanks,"(40.69567495, -73.79420266473011)",2015-02-20 15:11:08 -0800,South jamaica.. Queens,Pacific Time (US & Canada)
7979,5.68909776635236e+17,neutral,1.0,,,Delta,Rowe0neTen,0,california,"(40.69567495, -73.79420266473011)",2015-02-20 15:07:15 -0800,South jamaica.. Queens,Pacific Time (US & Canada)
7981,5.68907615809503e+17,neutral,1.0,,,Delta,Rowe0neTen,0,hawaii deal u,"(40.69567495, -73.79420266473011)",2015-02-20 14:58:40 -0800,South jamaica.. Queens,Pacific Time (US & Canada)
7982,5.68906811308257e+17,neutral,0.6492,,,Delta,pseudomachine,0,thank,"(40.7127281, -74.0060152)",2015-02-20 14:55:28 -0800,New York City,Eastern Time (US & Canada)
7984,5.68905816973173e+17,neutral,0.7088,,,Delta,Rowe0neTen,0,yall got price low,"(40.69567495, -73.79420266473011)",2015-02-20 14:51:31 -0800,South jamaica.. Queens,Pacific Time (US & Canada)
7986,5.68904934495629e+17,negative,1.0,Late Flight,1.0,Delta,pseudomachine,0,flight wasnt 951pm already delayed,"(40.7127281, -74.0060152)",2015-02-20 14:48:00 -0800,New York City,Eastern Time (US & Canada)
7987,5.68904127834558e+17,negative,1.0,Late Flight,1.0,Delta,pseudomachine,0,must always delay late flight night orlando flight,"(40.7127281, -74.0060152)",2015-02-20 14:44:48 -0800,New York City,Eastern Time (US & Canada)
7988,5.68900016636453e+17,negative,1.0,Lost Luggage,1.0,Delta,CGjmf,0,second incident lost baggage sent dm thought,"(25.7741728, -80.19362)",2015-02-20 14:28:28 -0800,"Miami, FL",
7989,5.6889989320645e+17,negative,1.0,Late Flight,1.0,Delta,timmybicicleta,0,maybe announce delay dont sit plane runway hour taking,"(42.3554334, -71.060511)",2015-02-20 14:27:58 -0800,Boston,Atlantic Time (Canada)
7990,5.68898792247992e+17,positive,1.0,,,Delta,NapToniusMonk,0,please come indianapolis,"(33.7489924, -84.3902644)",2015-02-20 14:23:36 -0800,,Indiana (East)
7991,5.68897720410374e+17,negative,1.0,Late Flight,1.0,Delta,timmybicicleta,0,flight 691 bos tampa takeoff 40 min late flight,"(42.3554334, -71.060511)",2015-02-20 14:19:20 -0800,Boston,Atlantic Time (Canada)
7992,5.6889701399729e+17,neutral,1.0,,,Delta,VegasKingpin,0,release november flight flight booking problem,"(40.7587979, -73.9623427)",2015-02-20 14:16:32 -0800,,Eastern Time (US & Canada)
7993,5.68896227917451e+17,negative,0.6766,Customer Service Issue,0.3537,Delta,noplasticshower,0,ah grasshopper twitterz kung fu good hire geek,"(41.1018669, -81.1515962)",2015-02-20 14:13:24 -0800,planet earth,
7996,5.68894248457646e+17,negative,0.6987,Can't Tell,0.6987,Delta,noplasticshower,0,well let see could pay negroni bitcoin,"(41.1018669, -81.1515962)",2015-02-20 14:05:33 -0800,planet earth,
7997,5.68894231651099e+17,neutral,0.6563,,0.0,Delta,pveganmama,0,know schedule dec 2015 released,"(43.9792797, -120.737257)",2015-02-20 14:05:29 -0800,Oregon,Arizona
8001,5.68889828588331e+17,neutral,1.0,,,Delta,KatieKane84,0,im flying airline lga,"(40.6526006, -73.9497211)",2015-02-20 13:47:59 -0800,brooklyn ,Quito
8002,5.68888413308391e+17,positive,0.7153,,,Delta,GuidanceGirlEm,0,loved natural beefjerky snack,"(40.7127281, -74.0060152)",2015-02-20 13:42:21 -0800,"New York, New York",Central Time (US & Canada)
8003,5.68888167681696e+17,positive,0.6322,,,Delta,ErinGambo,0,thanks reply flight 1572,"(40.7127281, -74.0060152)",2015-02-20 13:41:23 -0800,"New York, NY",
8004,5.68885004610241e+17,positive,1.0,,,Delta,alixpeabody,0,must send note good word,"(37.7790262, -122.419906)",2015-02-20 13:28:49 -0800,"San Francisco, CA",Pacific Time (US & Canada)
8005,5.68884379600224e+17,neutral,0.6457,,,Delta,alixpeabody,0,captain take lot muscle frown smile yall ready go flyin mean,"(37.7790262, -122.419906)",2015-02-20 13:26:20 -0800,"San Francisco, CA",Pacific Time (US & Canada)
8006,5.68883264791786e+17,negative,1.0,Customer Service Issue,0.6745,Delta,Cav3rnicula,0,cant seem dm guy jdhadp,"(37.7884969, -122.3558473)",2015-02-20 13:21:54 -0800,"Bay Area, CA.",
8011,5.68876769455055e+17,neutral,1.0,,,Delta,MomEsq10,0,ill take 3 round trip ticket closest warmest place please negativedegrees buffalo snowwillnevermelt,"(42.8867166, -78.8783922)",2015-02-20 12:56:05 -0800,"Buffalo, New York",
8012,5.68876711300997e+17,neutral,0.6332,,,Delta,heykaradoyle,0,know,"(30.8385202, -87.2008048)",2015-02-20 12:55:51 -0800,New York-Florida,Eastern Time (US & Canada)
8013,5.68875992128729e+17,neutral,0.6382,,,Delta,RogerSaintange,0,cool,"(37.7790262, -122.419906)",2015-02-20 12:53:00 -0800,,Pacific Time (US & Canada)
8014,5.68875212202078e+17,positive,0.6774,,,Delta,narryyhemmings,0,u real mvp,"(42.3554334, -71.060511)",2015-02-20 12:49:54 -0800,Boston,Eastern Time (US & Canada)
8015,5.68872365146251e+17,positive,1.0,,,Delta,mariobonifacio,0,worry time flew terminal taking thanks,"(40.7127281, -74.0060152)",2015-02-20 12:38:35 -0800,New York,Eastern Time (US & Canada)
8016,5.68871330495406e+17,positive,0.6526,,,Delta,yaffasolin,0,messaged thanks,"(40.7127281, -74.0060152)",2015-02-20 12:34:28 -0800,New York,Pacific Time (US & Canada)
8017,5.68870342443184e+17,neutral,0.6196,,0.0,Delta,Cav3rnicula,0,compensated delay cancelled flightlation,"(37.7884969, -122.3558473)",2015-02-20 12:30:33 -0800,"Bay Area, CA.",
8018,5.68864286266815e+17,positive,1.0,,,Delta,KaylaRose__,0,thank,"(40.7587979, -73.9623427)",2015-02-20 12:06:29 -0800,,Eastern Time (US & Canada)
8019,5.68862787193082e+17,neutral,0.6411,,0.0,Delta,moneyries,0,dang pandora look like may get pushed back likely,"(40.6526006, -73.9497211)",2015-02-20 12:00:32 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
8020,5.68862241497305e+17,negative,1.0,Customer Service Issue,0.686,Delta,JefferyAArnold,0,poor storm customer service 1hr takeoff delay waiting snack cart rude steward name love guy trueblue,"(40.7433066, -74.0323752)",2015-02-20 11:58:21 -0800,"Hoboken,NJ",Pacific Time (US & Canada)
8022,5.6886183556837e+17,negative,1.0,Late Flight,0.6882,Delta,Cav3rnicula,0,departure people delayed get 200 compensate time,"(37.7884969, -122.3558473)",2015-02-20 11:56:45 -0800,"Bay Area, CA.",
8023,5.68861309384729e+17,negative,0.6733,Flight Booking Problems,0.3532,Delta,KaylaRose__,0,one im trying make probably late flight see email could call pittsburgh international,"(40.7587979, -73.9623427)",2015-02-20 11:54:39 -0800,,Eastern Time (US & Canada)
8024,5.68861149053231e+17,neutral,0.3494,,0.0,Delta,HowDoesItSound,0,flight id love redeem point theyre little year old historical limit,"(40.6526006, -73.9497211)",2015-02-20 11:54:01 -0800,"Brooklyn, NY",Pacific Time (US & Canada)
8025,5.68861022343307e+17,negative,1.0,Customer Service Issue,1.0,Delta,JSHKODNIK,0,worst customer service airline company dontflythem,"(42.919697150000005, -78.8468530868038)",2015-02-20 11:53:31 -0800,"Buffalo, New York, Florida",Quito
