,text,airline_sentiment,nb_bow,nb_tfidf,dt_bow,dt_tfidf
4911,u dont atlanta san fransisco 99 present sale like u last saleim look 2 return ticket,neutral,neutral,neutral,neutral,neutral
10760,never given number elit usair aa wait 3 hour answer seat gone,negative,negative,negative,negative,negative
1015,weve wait tarmac gt1hr appar ua1116 overweight amp return gate wtf fb,negative,negative,negative,negative,negative
9264,im still disappoint appar ok flight attend isnt current polici argu travel,negative,negative,negative,negative,negative
8782,fail wife phone ask switch flight time mid switch get disconnect cancel flightl new time call back,negative,negative,negative,negative,negative
7482,thank use extra time shop somebodi say duti free,positive,positive,positive,neutral,neutral
1014,thank listen definit person line thought absurd,positive,positive,positive,positive,positive
5295,never got flight confirm ive hold hour cant get info onlin,neutral,negative,neutral,neutral,neutral
2836,bagag take cabin dont need checkincorrect,neutral,neutral,neutral,neutral,neutral
11253,thank you3860 cincyjust landedy add frequent flyer mile account long incred frustrat day,negative,negative,negative,negative,negative
114,come back phl alreadi need take u horribl cold pleasecomeback,positive,neutral,neutral,neutral,neutral
4136,ladi gent unit airlin,neutral,positive,positive,positive,positive
5024,need cancel flight plea check dm,neutral,neutral,neutral,neutral,neutral
9771,realli letter say discus serv drunk drink doesnt help current situat,negative,negative,negative,negative,negative
6302,ahhhh sorri follow,neutral,positive,neutral,neutral,neutral
6429,winner destinationdragon announc yet,neutral,neutral,neutral,neutral,neutral
10721,follow experi,negative,negative,negative,negative,negative
10953,told u last night ground stop ohar four hour obama land stop blame someon el,negative,negative,negative,negative,negative
1134,wait new pilot door plane broke global servic statu airlin that unsaf stun,negative,negative,negative,negative,negative
10118,call 3 day,negative,negative,negative,negative,negative
4749,didnt realiz cloth hotel suggest,neutral,neutral,neutral,neutral,neutral
5076,hold 25 hour wait speak someon cancel flightl flight philli orl,negative,negative,negative,negative,negative
1484,got noth dissapoint,negative,negative,negative,negative,negative
2411,im awar fli lot sad chang shoe boot ha happyflight,neutral,neutral,neutral,neutral,neutral
10442,long departur gate stay open make connect flight 1861 rdu flight 894,neutral,neutral,neutral,neutral,neutral
8717,sinc ive angri tweet airlin appar read mind could bitch thank credit,positive,positive,positive,positive,positive
1620,good 15yr friendli sky relationship 2day agent told im canadian thu good enough militari preboard,negative,negative,negative,negative,negative
223,wish afford fli next friday go back home love everyth airlin,positive,positive,positive,positive,positive
8141,team offer inflight access journal broadway world,neutral,neutral,neutral,neutral,neutral
10935,doesnt seem like bc team fail scan bag lax recycl bagtag number doesnt help usairwaysfail,negative,negative,negative,negative,negative
10178,feel almost everyon hate,negative,negative,negative,negative,negative
9183,membership privileg anymor son armi short window see help,negative,negative,negative,negative,negative
5860,problem wasnt issu posit today gate option upgrad good your 64,negative,negative,negative,negative,negative
4930,two delay flight row neither one explain,negative,negative,negative,negative,negative
5271,five peopl shown yet,neutral,neutral,neutral,neutral,neutral
11468,would flight arriv late flight leav 60 passeng connect,negative,negative,negative,negative,negative
5009,tri 5hr contact sw twitter fb phone email w repli 24hr late flightr u respond could point,negative,negative,negative,negative,negative
1946,fuck care,negative,negative,negative,negative,negative
3587,amp ive hung twice staff upset right,negative,negative,negative,negative,negative
10384,cant stress enough aw agent flight 5283 knew 11 ppl delay flight way min compass,negative,negative,negative,negative,negative
2790,super lame charg 8 tv intern flight u isnt 1997,negative,negative,negative,negative,negative
2253,thank leav bag houston despit system say definit flight,negative,negative,negative,negative,negative
6729,last 4 time ive arriv gate block slow depart plane lead 3060 min delay,negative,negative,negative,negative,negative
877,thank karen salisburi iah amaz custom servic found daughter bag lost ua1516 made day,positive,positive,positive,positive,positive
3420,one club lax termin 7 across gate 71,neutral,neutral,neutral,neutral,neutral
6433,took carryon bag essenti attir life chang interview tomorrow amp expect compens,negative,negative,negative,negative,negative
9189,grace god made dont power hope make flight,positive,positive,positive,neutral,neutral
3077,go baggag claim newarktiredandwanttogohom,negative,negative,negative,negative,negative
5186,great blackhistorymonth commerci thx atl singer musician life blacklivesmatt,positive,positive,positive,positive,positive
3014,charg delay unit 1612 still wait,negative,negative,negative,negative,negative
5296,follow dm plea need confirm cancel flight reserv,neutral,neutral,neutral,neutral,neutral
10902,never let everi singl flight get delay,negative,negative,negative,negative,negative
3761,cat flight delay 1hour arriv hawaii 5 amp wont abl pick tomorrow,negative,negative,negative,negative,negative
9160,thank noth bought two tix disney friend cant go eat 400 plu 600 new 1,negative,negative,negative,negative,negative
6602,final got thank,positive,positive,positive,positive,positive
7728,cup coffe relax check new deal promot avon twice month doug,neutral,positive,positive,neutral,neutral
7566,dont think any1 rli know what goin suppos 2 leav 830a 9a 930a 10a 11a 1130a 12,negative,negative,negative,negative,negative
4025,flight attend super help find bag left flight today excel custom servic name fit,positive,positive,positive,neutral,neutral
3073,oh unit much despis thee,negative,negative,negative,negative,negative
6809,plea start fli guyana soon,neutral,neutral,neutral,neutral,neutral
2518,your go cancel flight flight today everyon favor get dont stall inevit,negative,negative,negative,negative,negative
8394,definit,positive,positive,positive,neutral,neutral
2113,dmd,negative,negative,negative,negative,negative
5885,start flight book problem next year super bowl time help,neutral,neutral,neutral,neutral,neutral
1682,plane,neutral,neutral,neutral,neutral,neutral
3212,lgjw7b voluntarili rerout 1st leg journey economi suppos 8b re agent said shed reserv,neutral,neutral,neutral,neutral,neutral
10716,need chang div mile ticket travel start due weather advisori told possibl unless flight cancel flightl anyhelp,negative,negative,negative,negative,negative
8929,seem like,positive,neutral,neutral,neutral,neutral
8390,claim w custom protect notifi custom delay cancel flightlat diver nottru,negative,negative,negative,negative,negative
1029,im rebook line 300 peopl deep,negative,negative,negative,negative,negative
9977,got transf dividend milesne chang flight grandma pas need chang ticket asap updat wait time,neutral,neutral,neutral,neutral,neutral
2476,fuck shitti fuck inform,negative,negative,negative,negative,negative
4615,idea tsa precheck isnt show next flight tomorrow number profil,neutral,neutral,neutral,neutral,neutral
11230,re went maiden namemarri 50no doc maiden name henc problem,neutral,neutral,neutral,neutral,neutral
3329,that tri enter email 2nd devic made email typo way fix amp option log outin,negative,negative,negative,negative,negative
8470,1472 fll lga get old 4th flight 25 week 4th signific delay,negative,negative,negative,negative,negative
2203,earli morn flight hnl anywher continent u exampl monday 420 need flight phl,neutral,neutral,neutral,neutral,neutral
2764,sit seat 10d flight back vega chicago someon left folder look import seat pocket 12,neutral,neutral,neutral,neutral,neutral
2744,thank repli fill form submit request good know your pay attent,positive,positive,positive,positive,positive
10529,4 hour hold final cancel flight ticket stick allow easi onlin cancel flightsrefund,negative,negative,negative,negative,negative
8648,miss point flight left hour late flight allow late flight still charg 50 10hr,negative,negative,negative,negative,negative
1686,220 denver ap gate b91 destin santa fe agent ashley amaz job face angri travel kudo,positive,positive,positive,positive,positive
5471,all well got comp multipl bag made day,positive,positive,positive,neutral,neutral
6881,fleet fleek happen,neutral,neutral,neutral,neutral,neutral
11970,put bad mood havent angri sinc spagnuolo coach ram,negative,negative,negative,negative,negative
3202,4840 wtf cant updat time time manner youv known fight delay ur servic aw,negative,negative,negative,negative,negative
4210,busi take need get audit,negative,negative,negative,negative,negative
8236,airway corpor nasdaqjblu updat say lufthansa market bureau,neutral,neutral,neutral,neutral,neutral
10799,look anoth apolog fli,negative,negative,negative,negative,negative
10044,inconveni peopl freak nut guy two kid strand airport fail,negative,negative,negative,negative,negative
1988,help unit paid economi plu flight chang bc delay automat refund,negative,negative,negative,negative,negative
9261,want heard discus mani issu trip,negative,negative,negative,negative,negative
2448,process purchas ticket price chang unbeliev ripoff pricediscrimin,negative,negative,negative,negative,negative
7374,think select alreadi,neutral,neutral,neutral,neutral,neutral
8106,beauti ride thank,positive,positive,positive,positive,positive
3487,hi book flight yesterday receiv email w confirm number today got error activ flight segment,neutral,neutral,neutral,neutral,neutral
6472,flight 4968 n8325d depart enrout,negative,negative,negative,negative,negative
5625,follow,neutral,neutral,neutral,neutral,neutral
3026,need custom servic manag contact plea,neutral,neutral,neutral,neutral,neutral
6677,say yall sold amp cowork would need get first avail,neutral,neutral,neutral,neutral,neutral
10267,first avail flight tuesday flight today book flt 755 avail buy onlin,negative,negative,negative,negative,negative
1684,still suck dont understand two cust servic agent long line houston intern b gate unitedsuck,negative,negative,negative,negative,negative
2409,alreadi dm concern pl check,neutral,neutral,neutral,neutral,neutral
1410,announc roller want put coat isnt choic gate check thx,negative,negative,negative,negative,negative
4329,im teach new travel research budget amp save trip today,neutral,neutral,neutral,neutral,neutral
11015,wow mile program ripoffquick ticket fee 75 hope end unemploy,negative,negative,negative,negative,negative
6600,get hold call twice kick offcal 36 phonedi alistpref,negative,negative,negative,negative,negative
6839,board back airplan first like bos sosmart jetblu frequentflyerappreci alsoyayforsnack,positive,positive,positive,neutral,neutral
4866,realli shouldnt offer sweep link isnt go work b,negative,negative,negative,negative,negative
9402,u 728feb 21 kim say leav 15 minut paperwork done wheel 15 hour late flightr,negative,negative,negative,negative,negative
9629,happi note 719 crew wonder cant say enough great thing pilot he u,positive,positive,positive,positive,positive
6207,app updat passbook support via,neutral,neutral,neutral,neutral,neutral
5948,surpris surpris delay seem norm broken equip,negative,negative,negative,negative,negative
8971,never receiv horribl servic treat poorli richard p today excus attitud amp rip ticket,neutral,negative,positive,neutral,neutral
9919,usairway raleigh nc baggag carousel staff aggress toward peopl wait 1 12 hr bag flight 699,negative,negative,negative,negative,negative
1170,thank,positive,positive,positive,positive,positive
5467,voucher w swa expir 410 extens would lot luv,negative,negative,negative,negative,negative
3134,would appreci answer werent alert flight cancel flight plane land showsomerespect,negative,negative,negative,negative,negative
2838,passeng wait insid flight runway return back gate count valid journey,negative,negative,negative,negative,negative
9547,28 hour late flightr still email work supervisor need document approv last minut vacat day request,negative,negative,negative,negative,negative
320,carrier le half price round trip fare stun,negative,negative,negative,negative,negative
11329,im sorri well 24 hr without bag cant get straight answer im call 6 today,negative,negative,negative,negative,negative
12,great deal alreadi think 2nd trip amp havent even gone 1st trip yet p,positive,neutral,positive,positive,positive
11689,8 week refund ticket 0372389047497 total unaccept fix ill put blast social medium tv,negative,negative,negative,negative,negative
9802,hire smarter peopl system keep crash instead mook man airport godelta,negative,negative,negative,negative,negative
11519,reflight book problem necessari cant afford deal kind unprofession would howev like type credit,negative,negative,negative,negative,negative
2609,voucher expir next week get extens expir,neutral,neutral,neutral,neutral,neutral
6996,rt fleet fleek,neutral,neutral,neutral,neutral,neutral
10036,final count 3 hour 24 minut hold told need log u airway websit noth el done,negative,negative,negative,negative,negative
5549,guy aliv ive hold 25 minut count,negative,negative,negative,negative,negative
7146,littl time thatlol well actual lot 36 day im excit,positive,positive,positive,neutral,neutral
335,tri book ticket nyc face super fun broken style dont worri ill keep tri,negative,negative,negative,negative,negative
742,send urgent messag via eservicecom bg0kwm narayanan plea respond asap also local unit tel kul,neutral,neutral,neutral,neutral,neutral
9289,strike againl flight crew 34 trip mainten 24 worth extra 200trip le hassl fewer delay,negative,negative,negative,negative,negative
8486,doesnt best fare finder work,negative,negative,negative,negative,negative
9535,bag still miss,negative,negative,negative,negative,negative
3992,hard believ sinc staff sfo check someon name ritacomo flew ewr day,negative,negative,negative,negative,negative
5041,help,neutral,positive,positive,neutral,neutral
6200,guess get airport earli need wait 10min checkin realli,negative,negative,negative,negative,negative
8191,never receiv 15 credit inoper tv sfo gt jfk flight 2 week ago never got email,negative,negative,negative,negative,negative
11652,flight full,neutral,neutral,neutral,neutral,neutral
11700,ive hold 90 minut there lack qualiti servic nobodi care hate shitti airlin,negative,negative,negative,negative,negative
10103,pack carri reason thank make check hope better custom servic cle also nothappi,negative,negative,negative,negative,negative
10273,appreci auto reschedul cancel flightl flight noth sooner tuesday fli altern loc,negative,negative,negative,negative,negative
6522,fastest respons day hour phone never got hold hour line never got flight book problem desk,negative,negative,negative,negative,negative
2827,thank u 1hr delay board u onto plane reek vomit flight attend indic wasnt clean properli,negative,negative,negative,negative,negative
6317,way flight number 1703 plea feel free fact check complaint leav time amp baggag time,negative,negative,negative,negative,negative
7683,suppos chang near futur,neutral,neutral,neutral,neutral,neutral
8058,dont realli know mean isnt best firsttimeflyingwa16mo old experi likelihood addtl delay 2nt,negative,negative,negative,negative,negative
7687,land,neutral,neutral,neutral,neutral,neutral
782,favorit airlin,positive,positive,positive,positive,positive
770,dm sent,neutral,neutral,neutral,neutral,neutral
11146,dm amp add upgrad list flt tonight,neutral,neutral,neutral,neutral,neutral
814,agent help person front finish walk away guy behind shock,negative,negative,negative,negative,negative
4705,reciev email memphi station hope bag,negative,negative,negative,negative,negative
9830,need help locat bag arriv denver last night midnight charlott 8am flight haydensteamboat,negative,negative,negative,negative,negative
2440,interview yesterday flight attend last person recruit said lost file n came back interview,negative,negative,negative,negative,negative
10020,ive hold reserv desk 3 hour help,negative,negative,negative,negative,negative
6921,one look must get old damn,negative,negative,negative,negative,negative
8526,would go itali visit rel see hous dad left pas,neutral,neutral,neutral,neutral,neutral
4506,quick question bought wifi phone buy tablet 9 hour left trip,neutral,neutral,neutral,neutral,neutral
40,view downtown lo angel hollywood sign beyond rain mountain,positive,positive,positive,neutral,neutral
2412,thank,positive,positive,positive,positive,positive
6762,ive tri phone laptop,negative,negative,negative,negative,negative
5338,greet,neutral,neutral,neutral,neutral,neutral
5052,sisterampbroth law need get florida desper fli w anyth,neutral,neutral,neutral,neutral,neutral
2786,dont need apolog need bag took 56 minut land get unaccept,negative,negative,negative,negative,negative
4968,got back 20 min ago went 18 hr wo appreci support 50 voucher 50 essenti,positive,negative,positive,positive,neutral
9504,what go websit amp mobil app help,negative,negative,negative,negative,negative
2750,havent releas travel advisori iad tomorrow,negative,negative,negative,negative,negative
5760,fli 2 week bring blanket bc freez,positive,neutral,neutral,neutral,neutral
11949,come want go home cant miss anoth day work stuckinmemphi texasisclos,negative,negative,negative,negative,negative
10048,tri get repres 7 hour aboout cancel flightl flight simpli given,negative,negative,negative,negative,negative
454,im sure lot 747 777 jfklhr flight go lot faster 513mph strong tailwind,positive,positive,positive,neutral,neutral
859,grk13575m file refer,negative,negative,negative,negative,negative
2777,know im sure hear time dont like new seat im small guy 5 6 feel new plane tight,negative,negative,negative,negative,negative
1290,hahahahaha ya tri alreadi,negative,negative,negative,negative,negative
6736,realli unhelp cant rebook onlin,negative,negative,negative,negative,negative
11016,bo gt dca delay need stop file complaint faa consum affair,negative,negative,negative,negative,negative
7880,thank get boston earli break barrier clean energi futur,positive,positive,positive,positive,positive
10347,garbag tri book reward flight got cancel flight still cant get anyon phone unaccept,negative,negative,negative,negative,negative
8944,busi due storm custom servic alway point ever getittogeth,negative,negative,negative,negative,negative
11165,2d 3d emboss badg patch superior one current use,neutral,neutral,neutral,neutral,neutral
7915,thank ill,positive,positive,positive,positive,positive
8830,flight 1133 n353jb blue la la depart enrout san juan intern airport,neutral,neutral,neutral,neutral,neutral
7870,offer free flight fli forward campaign via travel caus,neutral,neutral,neutral,neutral,neutral
2314,give email address ill send actual screen shot,neutral,neutral,neutral,neutral,neutral
1240,email custom care via websit form long wait rachel resolv issu im still irrit w unit,negative,negative,negative,negative,negative
9838,one plea answer phone,negative,negative,negative,negative,negative
3319,guy atroci far better servic silver delta platinum ill switch back delta,negative,negative,negative,negative,negative
8475,work googl chrome internet explor,neutral,positive,positive,neutral,neutral
2041,need assist expect go scoobi doo tour termin find stuff,negative,negative,negative,negative,negative
8618,guy know musician sensit safeti instrument fli good reason,negative,negative,negative,negative,negative
5668,go scaveng hunt im boston,neutral,neutral,neutral,neutral,neutral
11725,get free wifi sinc flight 1808 cancel flightl,negative,negative,negative,negative,negative
4122,cancel flight ticket thousand peopl didnt like exchang rate doublestandard,negative,negative,negative,negative,negative
1859,broken light 35 min get bridg gate airplan park wrong bathroom empti last nightyour airlin last 3 hr,negative,negative,negative,negative,negative
5211,fail divert stuck commun make decis let u go flight 4229,negative,negative,negative,negative,negative
7143,didnt tweet nah rt fleet fleek,neutral,neutral,neutral,neutral,neutral
2055,averag 200 minut wait time tonight ive gotten help tonight,negative,negative,negative,negative,negative
9543,2 day row buy suggest review polici w respect unaccompani minor seat sun,negative,negative,negative,negative,negative
3695,supervisor situat stacey took detailsno claim number given u,negative,negative,negative,negative,negative
4559,genuin surpris dont upgrad peopl cancel flight flight least put compar spot,negative,negative,negative,negative,negative
5718,excruciatingli slow internet swa flight norm rather except address,negative,negative,negative,negative,negative
3590,better airlin continent 75 servic fee 75 flight book problem fee 25 talk human fee fu,negative,negative,negative,negative,negative
9129,nah flight next week insid chairman 7day window still havent releas last open first seat,negative,negative,negative,negative,negative
3143,thank form submit im bet someon would honest enough turn though,negative,negative,negative,negative,negative
9685,doesnt let u stand flight due check bag caus u get 5 hour late flightr get phl amp bag didnt make,negative,negative,negative,negative,negative
9970,suggest failur make huge donat charlott nc provid great custom servic today unlik,negative,negative,negative,negative,negative
10749,bag 23l x 9w x 12h allow carri,neutral,neutral,neutral,neutral,neutral
1864,thank,positive,positive,positive,positive,positive
10247,airlin also delay bag u 4 hour amp refus ship local airport disappoint stillbagless,negative,negative,negative,negative,negative
9417,u 728 pilot start flight announc arriv gatwick heathrow moment concern aboard,negative,negative,negative,negative,negative
4293,actual consid might made mistak complain beyond indic reserv,neutral,positive,positive,neutral,neutral
3462,year van gogh fan visit europ,neutral,positive,positive,neutral,neutral
6834,offer special fare,neutral,neutral,neutral,neutral,neutral
5323,receiv error onlin hold 15 hour complet unaccept,negative,negative,negative,negative,negative
7833,rule check baggag carri on slc sjo,neutral,neutral,neutral,neutral,neutral
3064,flight 6212massiv fail delay transport crew member caus mani miss connect unreal,negative,negative,negative,negative,negative
9550,cancel flight flight tampa philadelphia today due runway condit yet tonn usairway flight land today explain,negative,negative,negative,negative,negative
1095,thank listen compliant right thing appreci work,positive,positive,positive,positive,positive
8455,friend,neutral,neutral,neutral,neutral,neutral
6616,understand delay stuck plane longer flight unaccept,negative,negative,negative,negative,negative
6984,hi flew airlin australia saw zero kangaroo rectifi,neutral,neutral,neutral,positive,positive
3699,pilot fa ground personnel great job weather blame talk,positive,positive,positive,positive,positive
9767,flight keep get delay late flightr late flightr,negative,negative,negative,negative,negative
4836,got call rdu baggag except doesnt help bc cant get im fli back home,negative,negative,negative,negative,negative
10258,hold 2 hr one phone hung 5 x anoth reach person weather condit make excus,negative,negative,negative,negative,negative
11673,thank would better gate agent c14 charlott board flight 1791,positive,positive,positive,positive,positive
10725,u pay incedent noworstairlin,neutral,neutral,neutral,neutral,neutral
4341,thx make right help meagan fouti brancato fl2771 dfw gate 4 preboard wkid b4 group plea plea,positive,neutral,neutral,neutral,neutral
8596,ceo battl appeas passeng wall street waterburi republican american,neutral,neutral,neutral,neutral,neutral
9792,advis what happen departur delay clt,negative,negative,negative,negative,negative
783,serious fail make stranger share room,negative,negative,negative,negative,negative
3558,win,positive,neutral,neutral,neutral,neutral
9172,12 hr earli send email share experi dont want blast,negative,negative,negative,negative,negative
9463,okay great thank,positive,positive,positive,positive,positive
4976,wife flight dal got cancel flightl find option get back home 1708 phxgtdal,negative,negative,negative,negative,negative
554,refund flight voucher anoth flight differ airlin expens today 8 hour drive inconveni,negative,negative,negative,negative,negative
6261,delay 355 get yell attend bother get wors,negative,negative,negative,negative,negative
2401,thank hope easili resolv,positive,positive,positive,positive,positive
10366,pullin sh delay flight smh,negative,negative,negative,negative,negative
7033,jetblu fleet fleek,negative,negative,negative,negative,negative
1931,thank fulli board flight 1689 morn notic pilot fail,negative,negative,negative,negative,negative
973,premier gold desk chang flight waiv fee give wrong flight jana acosta salt lake refus servic angri,negative,negative,negative,negative,negative
10573,tri cancel flight flight urgentlyget hung twice sweet refund polici,negative,negative,negative,negative,negative
3657,thnx,positive,positive,positive,neutral,neutral
7425,havent done yet someth onlin thx,negative,negative,negative,negative,negative
6807,best flyfi ondemand leatherseat hipuni legroom,positive,positive,positive,positive,positive
319,may start servic hawaii sanfrancisco year biztravel,neutral,neutral,neutral,neutral,neutral
3200,didnt notic 38a start board assum 8e time board start ga clear standbi full flt,neutral,neutral,neutral,neutral,neutral
8135,spent winter nni mom jetblu take home fl via bo mon miss hubbi kitti warm countingdown,neutral,neutral,neutral,neutral,neutral
11208,im tri merg freq flyer acct keep get error messag machin call provid help,negative,negative,negative,negative,negative
3879,1627 montego bay go back gate bc 1person late flight aw servic came time,negative,negative,negative,negative,negative
5359,let u know help,neutral,neutral,neutral,neutral,neutral
689,ok top thing youv lost luggag could get wors unitedairlin,negative,negative,negative,negative,negative
5812,weather serious even excus point aw servic summer,negative,negative,negative,negative,negative
6205,time chang guess,neutral,neutral,neutral,neutral,neutral
1359,two dozen back line see singl csr reflight book problem final leg kiosk fritz,negative,negative,negative,negative,negative
11332,could ran usexpresspsa worth damn wouldnt stuck horribl clt,negative,negative,negative,negative,negative
5960,flight msp hrl march im look 319323,neutral,neutral,neutral,neutral,neutral
2461,plea follow dm,neutral,neutral,neutral,neutral,neutral
11577,thank see agent unhelp got voucher other unexplain reason,negative,negative,negative,negative,negative
5058,ever reinstat cancel flight flight,negative,negative,negative,negative,negative
8715,also thank prompt repli im realli impressedand your brush much appreci,positive,positive,positive,positive,positive
8602,may make connect need find option yet one,negative,negative,negative,negative,negative
142,find u flt lax sooner midnight monday would great custom servic,neutral,positive,positive,positive,positive
6050,new logo go look amaz airplan,positive,positive,positive,positive,positive
9968,custom servic fail today experi ensur best never util,negative,negative,negative,negative,negative
7642,that get page cancel flight 45 min ago help flight mco,negative,negative,negative,negative,negative
10638,hey bag damag fli yesterday,negative,negative,negative,negative,negative
10135,major complaint want address wyou hand luggag courtesi checkin what best way,negative,negative,negative,negative,negative
4179,travel lot get your still fave ewr cleveland w40 min layov connect dc best option come,negative,negative,negative,negative,negative
1922,flight 1547 cmh ord arriv gate next segment yvr alreadi board hold,neutral,neutral,neutral,neutral,neutral
575,addit first flight delay hour im arriv destin 8 hr late flight,negative,negative,negative,negative,negative
3707,patient agent explain book new flight 618 plane doesnt arriv 607,negative,negative,negative,negative,negative
2668,flight land 50 min told stay plane havent pull gate amp littl inform,negative,negative,negative,negative,negative
7462,wait 3 hr bag flight 2 hr,negative,negative,negative,negative,negative
5658,,neutral,neutral,neutral,neutral,neutral
9826,rout system goe ground long haul flight think failov plan,negative,negative,negative,negative,negative
1208,refer number agent told drive airport cant reach anyon deliv,negative,negative,negative,negative,negative
3406,unfortun doesnt help autom comput,negative,negative,negative,negative,negative
4890,everyon flight cancel flightl today deserv 1,negative,negative,negative,negative,negative
4283,besid small degre selfinterest take rout sever time year amp would hate situat,negative,negative,negative,negative,negative
6933,um wut fleet fleek,neutral,neutral,neutral,neutral,neutral
983,app show arriv aircraft earli depart flight delay due late flight arriv aircraft,negative,negative,negative,negative,negative
11678,2 half hour hold hope feel good steam pile shit paid far much,negative,negative,negative,negative,negative
2531,kudo capt herman relay chief pilot email someon,positive,positive,positive,neutral,neutral
1907,also inappropri lie passeng induc accept voucher tell avail late flightr,negative,negative,negative,negative,negative
9531,power outlet seat your gon na keep u site forev,negative,negative,negative,negative,negative
10692,liter worst fli experi life flown lot,negative,negative,negative,negative,negative
8593,thank open convers hope make right,neutral,positive,positive,positive,positive
5095,hire flight attend right,neutral,neutral,positive,neutral,neutral
6643,flight cancel flightl bna reschedul travel fund put back account futur use,negative,negative,negative,negative,negative
350,realli experi hope 4 w forc 2 check small carri w noth empti cabin space board,negative,negative,negative,negative,negative
1697,thank caus u miss connect 6hour delay flydeltanexttim,negative,negative,negative,negative,negative
8537,u gear grind jfk baggag offic told need bring bag back right close claim,negative,negative,negative,negative,negative
4637,10 peopl pre board 1 need wheel chair plane case board,negative,negative,negative,negative,negative
969,cours bag frustrat,negative,negative,negative,negative,negative
647,yall probabl work,neutral,positive,positive,neutral,neutral
11448,isnt ticket numberth transact still pend,negative,negative,negative,negative,negative
6076,spoke soon bag lost,negative,negative,negative,negative,negative
1847,need 2 agent check,negative,negative,negative,negative,negative
5974,real sincer apolog make day glad know fli mail import never fli sw badservic,negative,negative,negative,negative,negative
5478,think flight suppos go houston well case someon could check,neutral,neutral,neutral,neutral,neutral
3416,get refund would like book better airlin,negative,negative,negative,negative,negative
7130,who run tweeter use word fleek,neutral,neutral,neutral,neutral,neutral
9760,email,neutral,neutral,neutral,neutral,neutral
8364,omg bore amp read convo seem like jetblu point,negative,negative,negative,negative,negative
9758,major issu get boston crew except let see thing roll philli,positive,positive,neutral,neutral,neutral
7753,schedul depart schedul,neutral,neutral,neutral,neutral,neutral
3374,deaffriendli get read review,neutral,neutral,neutral,neutral,neutral
7125,fleet fleek huh,neutral,neutral,neutral,neutral,neutral
5105,flight today phl dal cancel flightl 96 min hold rebook tomorrow flight cancel flightl hold,negative,negative,negative,negative,negative
2585,much help disappoint custom servic,negative,negative,negative,negative,negative
8280,hi claim point 1800flower order purchas total forgot put promo code,neutral,neutral,neutral,neutral,neutral
8447,gnight check po amp supervisor unawar polici suck guid internet v unfriendli,negative,negative,negative,negative,negative
3380,still wait respons whether allow use rear face car seat erj145,neutral,neutral,neutral,neutral,neutral
1591,airlin joke friend trap houston sinc 7am sat flight sight unitedworstev trappedhouston,negative,negative,negative,negative,negative
6092,passngr requir wheelchair gt plane sit exit row wld b physic capabl help emerg,neutral,neutral,neutral,neutral,neutral
8692,everi time fli jfk even speed doesnt work wait 10 min nogood,negative,negative,negative,negative,negative
9898,realli good defer respons,negative,negative,negative,negative,negative
9336,thank repli good note pilot nail land serious kudo,positive,positive,positive,positive,positive
4851,disappoint handl tonight cancel flight dalla flight cancel flight conting,negative,negative,negative,negative,negative
6274,custom relat line busi signal call normal line servic rep thought dumb know,negative,negative,negative,negative,negative
9204,us1799 cltgtsfo first desert snack basket incom time what,negative,negative,negative,negative,negative
8600,nope none found,negative,negative,negative,negative,negative
1345,first complaint file feb 11th 10 day still responsedisappoint surpris,negative,negative,negative,negative,negative
11854,websit board logan said time went secur got gate 2,neutral,positive,positive,neutral,neutral
2930,wife sarah stocker also call could connect custom servic,negative,negative,negative,negative,negative
9996,flight 4210 sit gate 27 10 min w door open sinc arriv still jet bridg someon help,negative,negative,negative,negative,negative
11422,would kill let know mani minut might hold,negative,negative,negative,negative,negative
3052,worst airlin ever thank slew rude agent staff make delay flight even wors,negative,negative,negative,negative,negative
5737,work differ devic though help appreci,neutral,positive,positive,positive,positive
482,dear virgin custom your strand sf 3 day amp 1000cost well least accommod,neutral,positive,positive,neutral,neutral
10805,checkin staff phx awesom great traffic control gener board,positive,positive,positive,positive,positive
9772,great thank,positive,positive,positive,positive,positive
6540,confirm number new reserv fp9m6i travel 3 year old plea email jennifercascinocom,neutral,neutral,neutral,neutral,neutral
10793,u tell 5238 clt jan gotten gate yet tight connect clt mco,neutral,neutral,neutral,neutral,neutral
5314,husband first time flyer worst experi board aircraft minut ago,negative,negative,negative,negative,negative
815,connect ord exact plane check carryon appar taken amp left chicago pretti ridicul,negative,negative,negative,negative,negative
9286,custom servic best rachel took great care u phx airport,positive,positive,positive,positive,positive
8021,save saniti leav behind sunshin escap fl bliss travel indeni whatfrozenpip,neutral,neutral,neutral,neutral,neutral
72,hi book flight need add baggag,neutral,neutral,neutral,neutral,neutral
2625,awesom thank much help,positive,positive,positive,positive,positive
10732,im plane sure mean sit one stori failur anoth fli guy,negative,negative,negative,negative,negative
5301,hire custom servic agent hour half long hold,negative,negative,negative,negative,negative
4320,tri 2 dm would go thru sure,negative,negative,negative,negative,negative
7770,statu flight 684 mco lga tomorrow,neutral,neutral,neutral,neutral,neutral
6410,made standbi flight cancel flight reason almost 4hr late flight conffvf9yw swrr298033455,negative,negative,negative,negative,negative
11578,25 min schedul departur still sit termin commun would love,negative,negative,negative,negative,negative
11054,605pm flight phl sat 221 snow expect abl switch earlier flight without penalti,neutral,neutral,neutral,neutral,neutral
1935,lie,negative,negative,negative,negative,negative
916,thank respond quickli help tool,positive,positive,positive,positive,positive
